,county,candidate,party,votes,race name,state
0,Statewide,Ricardo Lara,DEM,"1,481,088",Insurance Commissioner,CA
1,Statewide,Asif Mahmood,DEM,"473,232",Insurance Commissioner,CA
2,Statewide,Nathalie Hrizi,P&F,"185,281",Insurance Commissioner,CA
3,Statewide,Steve Poizner,NPP,"1,503,973",Insurance Commissioner,CA
4,Alameda,Ricardo Lara,DEM,"66,989",Insurance Commissioner,CA
5,Alameda,Asif Mahmood,DEM,"29,790",Insurance Commissioner,CA
6,Alameda,Nathalie Hrizi,P&F,"8,298",Insurance Commissioner,CA
7,Alameda,Steve Poizner,NPP,"45,130",Insurance Commissioner,CA
8,Alpine,Ricardo Lara,DEM,135,Insurance Commissioner,CA
9,Alpine,Asif Mahmood,DEM,48,Insurance Commissioner,CA
10,Alpine,Nathalie Hrizi,P&F,14,Insurance Commissioner,CA
11,Alpine,Steve Poizner,NPP,127,Insurance Commissioner,CA
12,Amador,Ricardo Lara,DEM,871,Insurance Commissioner,CA
13,Amador,Asif Mahmood,DEM,458,Insurance Commissioner,CA
14,Amador,Nathalie Hrizi,P&F,235,Insurance Commissioner,CA
15,Amador,Steve Poizner,NPP,"2,370",Insurance Commissioner,CA
16,Butte,Ricardo Lara,DEM,"10,191",Insurance Commissioner,CA
17,Butte,Asif Mahmood,DEM,"4,634",Insurance Commissioner,CA
18,Butte,Nathalie Hrizi,P&F,"2,353",Insurance Commissioner,CA
19,Butte,Steve Poizner,NPP,"16,197",Insurance Commissioner,CA
20,Calaveras,Ricardo Lara,DEM,"1,948",Insurance Commissioner,CA
21,Calaveras,Asif Mahmood,DEM,"1,010",Insurance Commissioner,CA
22,Calaveras,Nathalie Hrizi,P&F,472,Insurance Commissioner,CA
23,Calaveras,Steve Poizner,NPP,"4,977",Insurance Commissioner,CA
24,Colusa,Ricardo Lara,DEM,571,Insurance Commissioner,CA
25,Colusa,Asif Mahmood,DEM,245,Insurance Commissioner,CA
26,Colusa,Nathalie Hrizi,P&F,144,Insurance Commissioner,CA
27,Colusa,Steve Poizner,NPP,"1,288",Insurance Commissioner,CA
28,Contra Costa,Ricardo Lara,DEM,"39,608",Insurance Commissioner,CA
29,Contra Costa,Asif Mahmood,DEM,"16,926",Insurance Commissioner,CA
30,Contra Costa,Nathalie Hrizi,P&F,"5,785",Insurance Commissioner,CA
31,Contra Costa,Steve Poizner,NPP,"49,624",Insurance Commissioner,CA
32,Del Norte,Ricardo Lara,DEM,"1,304",Insurance Commissioner,CA
33,Del Norte,Asif Mahmood,DEM,430,Insurance Commissioner,CA
34,Del Norte,Nathalie Hrizi,P&F,314,Insurance Commissioner,CA
35,Del Norte,Steve Poizner,NPP,"1,943",Insurance Commissioner,CA
36,El Dorado,Ricardo Lara,DEM,"7,770",Insurance Commissioner,CA
37,El Dorado,Asif Mahmood,DEM,"3,813",Insurance Commissioner,CA
38,El Dorado,Nathalie Hrizi,P&F,"1,527",Insurance Commissioner,CA
39,El Dorado,Steve Poizner,NPP,"17,578",Insurance Commissioner,CA
40,Fresno,Ricardo Lara,DEM,"25,789",Insurance Commissioner,CA
41,Fresno,Asif Mahmood,DEM,"8,287",Insurance Commissioner,CA
42,Fresno,Nathalie Hrizi,P&F,"4,385",Insurance Commissioner,CA
43,Fresno,Steve Poizner,NPP,"35,344",Insurance Commissioner,CA
44,Glenn,Ricardo Lara,DEM,610,Insurance Commissioner,CA
45,Glenn,Asif Mahmood,DEM,258,Insurance Commissioner,CA
46,Glenn,Nathalie Hrizi,P&F,236,Insurance Commissioner,CA
47,Glenn,Steve Poizner,NPP,"1,919",Insurance Commissioner,CA
48,Humboldt,Ricardo Lara,DEM,"7,721",Insurance Commissioner,CA
49,Humboldt,Asif Mahmood,DEM,"2,914",Insurance Commissioner,CA
50,Humboldt,Nathalie Hrizi,P&F,"1,245",Insurance Commissioner,CA
51,Humboldt,Steve Poizner,NPP,"5,272",Insurance Commissioner,CA
52,Imperial,Ricardo Lara,DEM,"5,736",Insurance Commissioner,CA
53,Imperial,Asif Mahmood,DEM,899,Insurance Commissioner,CA
54,Imperial,Nathalie Hrizi,P&F,503,Insurance Commissioner,CA
55,Imperial,Steve Poizner,NPP,"3,299",Insurance Commissioner,CA
56,Inyo,Ricardo Lara,DEM,"1,039",Insurance Commissioner,CA
57,Inyo,Asif Mahmood,DEM,362,Insurance Commissioner,CA
58,Inyo,Nathalie Hrizi,P&F,214,Insurance Commissioner,CA
59,Inyo,Steve Poizner,NPP,"1,530",Insurance Commissioner,CA
60,Kern,Ricardo Lara,DEM,"20,806",Insurance Commissioner,CA
61,Kern,Asif Mahmood,DEM,"5,498",Insurance Commissioner,CA
62,Kern,Nathalie Hrizi,P&F,"3,852",Insurance Commissioner,CA
63,Kern,Steve Poizner,NPP,"43,548",Insurance Commissioner,CA
64,Kings,Ricardo Lara,DEM,"3,517",Insurance Commissioner,CA
65,Kings,Asif Mahmood,DEM,"1,021",Insurance Commissioner,CA
66,Kings,Nathalie Hrizi,P&F,493,Insurance Commissioner,CA
67,Kings,Steve Poizner,NPP,"7,076",Insurance Commissioner,CA
68,Lake,Ricardo Lara,DEM,"2,194",Insurance Commissioner,CA
69,Lake,Asif Mahmood,DEM,"1,238",Insurance Commissioner,CA
70,Lake,Nathalie Hrizi,P&F,437,Insurance Commissioner,CA
71,Lake,Steve Poizner,NPP,"3,253",Insurance Commissioner,CA
72,Lassen,Ricardo Lara,DEM,600,Insurance Commissioner,CA
73,Lassen,Asif Mahmood,DEM,205,Insurance Commissioner,CA
74,Lassen,Nathalie Hrizi,P&F,267,Insurance Commissioner,CA
75,Lassen,Steve Poizner,NPP,"1,628",Insurance Commissioner,CA
76,Los Angeles,Ricardo Lara,DEM,"450,107",Insurance Commissioner,CA
77,Los Angeles,Asif Mahmood,DEM,"102,227",Insurance Commissioner,CA
78,Los Angeles,Nathalie Hrizi,P&F,"39,121",Insurance Commissioner,CA
79,Los Angeles,Steve Poizner,NPP,"244,519",Insurance Commissioner,CA
80,Madera,Ricardo Lara,DEM,"4,603",Insurance Commissioner,CA
81,Madera,Asif Mahmood,DEM,"1,309",Insurance Commissioner,CA
82,Madera,Nathalie Hrizi,P&F,734,Insurance Commissioner,CA
