"","JurisdictionID","JurisContainerID","JurisName","EISCandidateID","CandidateName","EISContestID","ContestName","PrecinctName","Registration","EISPartyID","PartyName","VoteCount"
"1",2,0,"ALEXANDER",0,"",0,"","CAIRO 1",402,0,"DEM-FED",163
"2",2,0,"ALEXANDER",0,"",0,"","CAIRO 1",402,0,"REP-FED",163
"3",2,0,"ALEXANDER",0,"",0,"","CAIRO 1",402,0,"GRN-FED",163
"4",2,0,"ALEXANDER",0,"",0,"","CAIRO 1",402,0,"NONPARTISAN",163
"5",2,0,"ALEXANDER",0,"",0,"","CAIRO 2",402,0,"DEM-FED",137
"6",2,0,"ALEXANDER",0,"",0,"","CAIRO 2",402,0,"REP-FED",137
"7",2,0,"ALEXANDER",0,"",0,"","CAIRO 2",402,0,"GRN-FED",137
"8",2,0,"ALEXANDER",0,"",0,"","CAIRO 2",402,0,"NONPARTISAN",137
"9",2,0,"ALEXANDER",0,"",0,"","CAIRO 3",215,0,"DEM-FED",86
"10",2,0,"ALEXANDER",0,"",0,"","CAIRO 3",215,0,"REP-FED",86
"11",2,0,"ALEXANDER",0,"",0,"","CAIRO 3",215,0,"GRN-FED",86
"12",2,0,"ALEXANDER",0,"",0,"","CAIRO 3",215,0,"NONPARTISAN",86
"13",2,0,"ALEXANDER",0,"",0,"","CAIRO 4",525,0,"DEM-FED",202
"14",2,0,"ALEXANDER",0,"",0,"","CAIRO 4",525,0,"REP-FED",202
"15",2,0,"ALEXANDER",0,"",0,"","CAIRO 4",525,0,"GRN-FED",202
"16",2,0,"ALEXANDER",0,"",0,"","CAIRO 4",525,0,"NONPARTISAN",202
"17",2,0,"ALEXANDER",0,"",0,"","CAIRO 5",406,0,"DEM-FED",127
"18",2,0,"ALEXANDER",0,"",0,"","CAIRO 5",406,0,"REP-FED",127
"19",2,0,"ALEXANDER",0,"",0,"","CAIRO 5",406,0,"GRN-FED",127
"20",2,0,"ALEXANDER",0,"",0,"","CAIRO 5",406,0,"NONPARTISAN",127
"21",2,0,"ALEXANDER",0,"",0,"","CACHE",223,0,"DEM-FED",50
"22",2,0,"ALEXANDER",0,"",0,"","CACHE",223,0,"REP-FED",50
"23",2,0,"ALEXANDER",0,"",0,"","CACHE",223,0,"GRN-FED",50
"24",2,0,"ALEXANDER",0,"",0,"","CACHE",223,0,"NONPARTISAN",50
"25",2,0,"ALEXANDER",0,"",0,"","SANDUSKY",256,0,"DEM-FED",90
"26",2,0,"ALEXANDER",0,"",0,"","SANDUSKY",256,0,"REP-FED",90
"27",2,0,"ALEXANDER",0,"",0,"","SANDUSKY",256,0,"GRN-FED",90
"28",2,0,"ALEXANDER",0,"",0,"","SANDUSKY",256,0,"NONPARTISAN",90
"29",2,0,"ALEXANDER",0,"",0,"","TAMMS",1000,0,"DEM-FED",294
"30",2,0,"ALEXANDER",0,"",0,"","TAMMS",1000,0,"REP-FED",294
"31",2,0,"ALEXANDER",0,"",0,"","TAMMS",1000,0,"GRN-FED",294
"32",2,0,"ALEXANDER",0,"",0,"","TAMMS",1000,0,"NONPARTISAN",294
"33",2,0,"ALEXANDER",0,"",0,"","MCCLURE",606,0,"DEM-FED",121
"34",2,0,"ALEXANDER",0,"",0,"","MCCLURE",606,0,"REP-FED",121
"35",2,0,"ALEXANDER",0,"",0,"","MCCLURE",606,0,"GRN-FED",121
"36",2,0,"ALEXANDER",0,"",0,"","MCCLURE",606,0,"NONPARTISAN",121
"37",2,0,"ALEXANDER",0,"",0,"","THEBES",617,0,"DEM-FED",161
"38",2,0,"ALEXANDER",0,"",0,"","THEBES",617,0,"REP-FED",161
"39",2,0,"ALEXANDER",0,"",0,"","THEBES",617,0,"GRN-FED",161
"40",2,0,"ALEXANDER",0,"",0,"","THEBES",617,0,"NONPARTISAN",161
"41",2,0,"ALEXANDER",0,"",0,"","OLIVE BRANCH",651,0,"DEM-FED",260
"42",2,0,"ALEXANDER",0,"",0,"","OLIVE BRANCH",651,0,"REP-FED",260
"43",2,0,"ALEXANDER",0,"",0,"","OLIVE BRANCH",651,0,"GRN-FED",260
"44",2,0,"ALEXANDER",0,"",0,"","OLIVE BRANCH",651,0,"NONPARTISAN",260
"45",2,0,"ALEXANDER",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","CAIRO 1",402,11,"DEMOCRATIC",111
"46",2,0,"ALEXANDER",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","CAIRO 2",402,11,"DEMOCRATIC",90
"47",2,0,"ALEXANDER",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","CAIRO 3",215,11,"DEMOCRATIC",56
"48",2,0,"ALEXANDER",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","CAIRO 4",525,11,"DEMOCRATIC",116
"49",2,0,"ALEXANDER",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","CAIRO 5",406,11,"DEMOCRATIC",74
"50",2,0,"ALEXANDER",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","CACHE",223,11,"DEMOCRATIC",28
"51",2,0,"ALEXANDER",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","SANDUSKY",256,11,"DEMOCRATIC",71
"52",2,0,"ALEXANDER",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","TAMMS",1000,11,"DEMOCRATIC",111
"53",2,0,"ALEXANDER",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","MCCLURE",606,11,"DEMOCRATIC",45
"54",2,0,"ALEXANDER",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","THEBES",617,11,"DEMOCRATIC",62
"55",2,0,"ALEXANDER",110,"JB PRITZKER",180,"GOVERNOR AND LIEUTENANT GOVERNOR","OLIVE BRANCH",651,11,"DEMOCRATIC",99
"56",2,0,"ALEXANDER",155,"PAT QUINN",190,"ATTORNEY GENERAL","CAIRO 1",402,11,"DEMOCRATIC",44
"57",2,0,"ALEXANDER",155,"PAT QUINN",190,"ATTORNEY GENERAL","CAIRO 2",402,11,"DEMOCRATIC",43
"58",2,0,"ALEXANDER",155,"PAT QUINN",190,"ATTORNEY GENERAL","CAIRO 3",215,11,"DEMOCRATIC",25
"59",2,0,"ALEXANDER",155,"PAT QUINN",190,"ATTORNEY GENERAL","CAIRO 4",525,11,"DEMOCRATIC",65
"60",2,0,"ALEXANDER",155,"PAT QUINN",190,"ATTORNEY GENERAL","CAIRO 5",406,11,"DEMOCRATIC",39
"61",2,0,"ALEXANDER",155,"PAT QUINN",190,"ATTORNEY GENERAL","CACHE",223,11,"DEMOCRATIC",18
"62",2,0,"ALEXANDER",155,"PAT QUINN",190,"ATTORNEY GENERAL","SANDUSKY",256,11,"DEMOCRATIC",27
"63",2,0,"ALEXANDER",155,"PAT QUINN",190,"ATTORNEY GENERAL","TAMMS",1000,11,"DEMOCRATIC",74
"64",2,0,"ALEXANDER",155,"PAT QUINN",190,"ATTORNEY GENERAL","MCCLURE",606,11,"DEMOCRATIC",38
"65",2,0,"ALEXANDER",155,"PAT QUINN",190,"ATTORNEY GENERAL","THEBES",617,11,"DEMOCRATIC",51
"66",2,0,"ALEXANDER",155,"PAT QUINN",190,"ATTORNEY GENERAL","OLIVE BRANCH",651,11,"DEMOCRATIC",82
"67",2,0,"ALEXANDER",200,"JESSE WHITE",200,"SECRETARY OF STATE","CAIRO 1",402,11,"DEMOCRATIC",114
"68",2,0,"ALEXANDER",200,"JESSE WHITE",200,"SECRETARY OF STATE","CAIRO 2",402,11,"DEMOCRATIC",109
"69",2,0,"ALEXANDER",200,"JESSE WHITE",200,"SECRETARY OF STATE","CAIRO 3",215,11,"DEMOCRATIC",66
"70",2,0,"ALEXANDER",200,"JESSE WHITE",200,"SECRETARY OF STATE","CAIRO 4",525,11,"DEMOCRATIC",144
"71",2,0,"ALEXANDER",200,"JESSE WHITE",200,"SECRETARY OF STATE","CAIRO 5",406,11,"DEMOCRATIC",93
"72",2,0,"ALEXANDER",200,"JESSE WHITE",200,"SECRETARY OF STATE","CACHE",223,11,"DEMOCRATIC",36
"73",2,0,"ALEXANDER",200,"JESSE WHITE",200,"SECRETARY OF STATE","SANDUSKY",256,11,"DEMOCRATIC",81
"74",2,0,"ALEXANDER",200,"JESSE WHITE",200,"SECRETARY OF STATE","TAMMS",1000,11,"DEMOCRATIC",174
"75",2,0,"ALEXANDER",200,"JESSE WHITE",200,"SECRETARY OF STATE","MCCLURE",606,11,"DEMOCRATIC",65
"76",2,0,"ALEXANDER",200,"JESSE WHITE",200,"SECRETARY OF STATE","THEBES",617,11,"DEMOCRATIC",99
"77",2,0,"ALEXANDER",200,"JESSE WHITE",200,"SECRETARY OF STATE","OLIVE BRANCH",651,11,"DEMOCRATIC",178
"78",2,0,"ALEXANDER",215,"SUSANA A. MENDOZA",210,"COMPTROLLER","CAIRO 1",402,11,"DEMOCRATIC",77
"79",2,0,"ALEXANDER",215,"SUSANA A. MENDOZA",210,"COMPTROLLER","CAIRO 2",402,11,"DEMOCRATIC",73
"80",2,0,"ALEXANDER",215,"SUSANA A. MENDOZA",210,"COMPTROLLER","CAIRO 3",215,11,"DEMOCRATIC",47
"81",2,0,"ALEXANDER",215,"SUSANA A. MENDOZA",210,"COMPTROLLER","CAIRO 4",525,11,"DEMOCRATIC",108
"82",2,0,"ALEXANDER",215,"SUSANA A. MENDOZA",210,"COMPTROLLER","CAIRO 5",406,11,"DEMOCRATIC",73
"83",2,0,"ALEXANDER",215,"SUSANA A. MENDOZA",210,"COMPTROLLER","CACHE",223,11,"DEMOCRATIC",30
"84",2,0,"ALEXANDER",215,"SUSANA A. MENDOZA",210,"COMPTROLLER","SANDUSKY",256,11,"DEMOCRATIC",65
"85",2,0,"ALEXANDER",215,"SUSANA A. MENDOZA",210,"COMPTROLLER","TAMMS",1000,11,"DEMOCRATIC",151
"86",2,0,"ALEXANDER",215,"SUSANA A. MENDOZA",210,"COMPTROLLER","MCCLURE",606,11,"DEMOCRATIC",58
"87",2,0,"ALEXANDER",215,"SUSANA A. MENDOZA",210,"COMPTROLLER","THEBES",617,11,"DEMOCRATIC",83
"88",2,0,"ALEXANDER",215,"SUSANA A. MENDOZA",210,"COMPTROLLER","OLIVE BRANCH",651,11,"DEMOCRATIC",151
"89",2,0,"ALEXANDER",225,"MICHAEL W. FRERICHS",220,"TREASURER","CAIRO 1",402,11,"DEMOCRATIC",73
"90",2,0,"ALEXANDER",225,"MICHAEL W. FRERICHS",220,"TREASURER","CAIRO 2",402,11,"DEMOCRATIC",68
"91",2,0,"ALEXANDER",225,"MICHAEL W. FRERICHS",220,"TREASURER","CAIRO 3",215,11,"DEMOCRATIC",44
"92",2,0,"ALEXANDER",225,"MICHAEL W. FRERICHS",220,"TREASURER","CAIRO 4",525,11,"DEMOCRATIC",109
"93",2,0,"ALEXANDER",225,"MICHAEL W. FRERICHS",220,"TREASURER","CAIRO 5",406,11,"DEMOCRATIC",65
"94",2,0,"ALEXANDER",225,"MICHAEL W. FRERICHS",220,"TREASURER","CACHE",223,11,"DEMOCRATIC",27
"95",2,0,"ALEXANDER",225,"MICHAEL W. FRERICHS",220,"TREASURER","SANDUSKY",256,11,"DEMOCRATIC",66
"96",2,0,"ALEXANDER",225,"MICHAEL W. FRERICHS",220,"TREASURER","TAMMS",1000,11,"DEMOCRATIC",140
"97",2,0,"ALEXANDER",225,"MICHAEL W. FRERICHS",220,"TREASURER","MCCLURE",606,11,"DEMOCRATIC",57
"98",2,0,"ALEXANDER",225,"MICHAEL W. FRERICHS",220,"TREASURER","THEBES",617,11,"DEMOCRATIC",83
"99",2,0,"ALEXANDER",225,"MICHAEL W. FRERICHS",220,"TREASURER","OLIVE BRANCH",651,11,"DEMOCRATIC",140
"100",2,0,"ALEXANDER",520,"BRENDAN KELLY",360,"12TH CONGRESS","CAIRO 1",402,11,"DEMOCRATIC",90
"101",2,0,"ALEXANDER",520,"BRENDAN KELLY",360,"12TH CONGRESS","CAIRO 2",402,11,"DEMOCRATIC",75
"102",2,0,"ALEXANDER",520,"BRENDAN KELLY",360,"12TH CONGRESS","CAIRO 3",215,11,"DEMOCRATIC",47
"103",2,0,"ALEXANDER",520,"BRENDAN KELLY",360,"12TH CONGRESS","CAIRO 4",525,11,"DEMOCRATIC",105
"104",2,0,"ALEXANDER",520,"BRENDAN KELLY",360,"12TH CONGRESS","CAIRO 5",406,11,"DEMOCRATIC",68
"105",2,0,"ALEXANDER",520,"BRENDAN KELLY",360,"12TH CONGRESS","CACHE",223,11,"DEMOCRATIC",30
"106",2,0,"ALEXANDER",520,"BRENDAN KELLY",360,"12TH CONGRESS","SANDUSKY",256,11,"DEMOCRATIC",70
"107",2,0,"ALEXANDER",520,"BRENDAN KELLY",360,"12TH CONGRESS","TAMMS",1000,11,"DEMOCRATIC",118
"108",2,0,"ALEXANDER",520,"BRENDAN KELLY",360,"12TH CONGRESS","MCCLURE",606,11,"DEMOCRATIC",45
"109",2,0,"ALEXANDER",520,"BRENDAN KELLY",360,"12TH CONGRESS","THEBES",617,11,"DEMOCRATIC",71
"110",2,0,"ALEXANDER",520,"BRENDAN KELLY",360,"12TH CONGRESS","OLIVE BRANCH",651,11,"DEMOCRATIC",129
"111",2,0,"ALEXANDER",890,"KATHY WEST",672,"12TH STATE CENTRAL COMMITTEEWOMAN","CAIRO 1",402,11,"DEMOCRATIC",66
"112",2,0,"ALEXANDER",890,"KATHY WEST",672,"12TH STATE CENTRAL COMMITTEEWOMAN","CAIRO 2",402,11,"DEMOCRATIC",70
"113",2,0,"ALEXANDER",890,"KATHY WEST",672,"12TH STATE CENTRAL COMMITTEEWOMAN","CAIRO 3",215,11,"DEMOCRATIC",50
"114",2,0,"ALEXANDER",890,"KATHY WEST",672,"12TH STATE CENTRAL COMMITTEEWOMAN","CAIRO 4",525,11,"DEMOCRATIC",107
"115",2,0,"ALEXANDER",890,"KATHY WEST",672,"12TH STATE CENTRAL COMMITTEEWOMAN","CAIRO 5",406,11,"DEMOCRATIC",68
"116",2,0,"ALEXANDER",890,"KATHY WEST",672,"12TH STATE CENTRAL COMMITTEEWOMAN","CACHE",223,11,"DEMOCRATIC",28
"117",2,0,"ALEXANDER",890,"KATHY WEST",672,"12TH STATE CENTRAL COMMITTEEWOMAN","SANDUSKY",256,11,"DEMOCRATIC",69
"118",2,0,"ALEXANDER",890,"KATHY WEST",672,"12TH STATE CENTRAL COMMITTEEWOMAN","TAMMS",1000,11,"DEMOCRATIC",143
"119",2,0,"ALEXANDER",890,"KATHY WEST",672,"12TH STATE CENTRAL COMMITTEEWOMAN","MCCLURE",606,11,"DEMOCRATIC",52
"120",2,0,"ALEXANDER",890,"KATHY WEST",672,"12TH STATE CENTRAL COMMITTEEWOMAN","THEBES",617,11,"DEMOCRATIC",78
"121",2,0,"ALEXANDER",890,"KATHY WEST",672,"12TH STATE CENTRAL COMMITTEEWOMAN","OLIVE BRANCH",651,11,"DEMOCRATIC",139
"122",2,0,"ALEXANDER",895,"JERRY F. COSTELLO",673,"12TH STATE CENTRAL COMMITTEEMAN","CAIRO 1",402,11,"DEMOCRATIC",86
"123",2,0,"ALEXANDER",895,"JERRY F. COSTELLO",673,"12TH STATE CENTRAL COMMITTEEMAN","CAIRO 2",402,11,"DEMOCRATIC",70
"124",2,0,"ALEXANDER",895,"JERRY F. COSTELLO",673,"12TH STATE CENTRAL COMMITTEEMAN","CAIRO 3",215,11,"DEMOCRATIC",50
"125",2,0,"ALEXANDER",895,"JERRY F. COSTELLO",673,"12TH STATE CENTRAL COMMITTEEMAN","CAIRO 4",525,11,"DEMOCRATIC",117
"126",2,0,"ALEXANDER",895,"JERRY F. COSTELLO",673,"12TH STATE CENTRAL COMMITTEEMAN","CAIRO 5",406,11,"DEMOCRATIC",77
"127",2,0,"ALEXANDER",895,"JERRY F. COSTELLO",673,"12TH STATE CENTRAL COMMITTEEMAN","CACHE",223,11,"DEMOCRATIC",36
"128",2,0,"ALEXANDER",895,"JERRY F. COSTELLO",673,"12TH STATE CENTRAL COMMITTEEMAN","SANDUSKY",256,11,"DEMOCRATIC",73
"129",2,0,"ALEXANDER",895,"JERRY F. COSTELLO",673,"12TH STATE CENTRAL COMMITTEEMAN","TAMMS",1000,11,"DEMOCRATIC",161
"130",2,0,"ALEXANDER",895,"JERRY F. COSTELLO",673,"12TH STATE CENTRAL COMMITTEEMAN","MCCLURE",606,11,"DEMOCRATIC",62
"131",2,0,"ALEXANDER",895,"JERRY F. COSTELLO",673,"12TH STATE CENTRAL COMMITTEEMAN","THEBES",617,11,"DEMOCRATIC",93
"132",2,0,"ALEXANDER",895,"JERRY F. COSTELLO",673,"12TH STATE CENTRAL COMMITTEEMAN","OLIVE BRANCH",651,11,"DEMOCRATIC",167
"133",2,0,"ALEXANDER",2720,"NATALIE PHELPS FINNIE",2550,"118TH REPRESENTATIVE","CAIRO 1",402,11,"DEMOCRATIC",71
"134",2,0,"ALEXANDER",2720,"NATALIE PHELPS FINNIE",2550,"118TH REPRESENTATIVE","CAIRO 2",402,11,"DEMOCRATIC",59
"135",2,0,"ALEXANDER",2720,"NATALIE PHELPS FINNIE",2550,"118TH REPRESENTATIVE","CAIRO 3",215,11,"DEMOCRATIC",51
"136",2,0,"ALEXANDER",2720,"NATALIE PHELPS FINNIE",2550,"118TH REPRESENTATIVE","CAIRO 4",525,11,"DEMOCRATIC",112
"137",2,0,"ALEXANDER",2720,"NATALIE PHELPS FINNIE",2550,"118TH REPRESENTATIVE","CAIRO 5",406,11,"DEMOCRATIC",67
"138",2,0,"ALEXANDER",2720,"NATALIE PHELPS FINNIE",2550,"118TH REPRESENTATIVE","CACHE",223,11,"DEMOCRATIC",32
"139",2,0,"ALEXANDER",2720,"NATALIE PHELPS FINNIE",2550,"118TH REPRESENTATIVE","SANDUSKY",256,11,"DEMOCRATIC",64
"140",2,0,"ALEXANDER",2720,"NATALIE PHELPS FINNIE",2550,"118TH REPRESENTATIVE","TAMMS",1000,11,"DEMOCRATIC",143
"141",2,0,"ALEXANDER",2720,"NATALIE PHELPS FINNIE",2550,"118TH REPRESENTATIVE","MCCLURE",606,11,"DEMOCRATIC",54
"142",2,0,"ALEXANDER",2720,"NATALIE PHELPS FINNIE",2550,"118TH REPRESENTATIVE","THEBES",617,11,"DEMOCRATIC",83
"143",2,0,"ALEXANDER",2720,"NATALIE PHELPS FINNIE",2550,"118TH REPRESENTATIVE","OLIVE BRANCH",651,11,"DEMOCRATIC",149
"144",2,0,"ALEXANDER",2730,"CHERYL R. GRAFF",2710,"ALEXANDER/JACKSON/PERRY, ETC. - SUPT. OF SCHOOLS","CAIRO 1",402,11,"DEMOCRATIC",61
"145",2,0,"ALEXANDER",2730,"CHERYL R. GRAFF",2710,"ALEXANDER/JACKSON/PERRY, ETC. - SUPT. OF SCHOOLS","CAIRO 2",402,11,"DEMOCRATIC",61
"146",2,0,"ALEXANDER",2730,"CHERYL R. GRAFF",2710,"ALEXANDER/JACKSON/PERRY, ETC. - SUPT. OF SCHOOLS","CAIRO 3",215,11,"DEMOCRATIC",32
"147",2,0,"ALEXANDER",2730,"CHERYL R. GRAFF",2710,"ALEXANDER/JACKSON/PERRY, ETC. - SUPT. OF SCHOOLS","CAIRO 4",525,11,"DEMOCRATIC",102
"148",2,0,"ALEXANDER",2730,"CHERYL R. GRAFF",2710,"ALEXANDER/JACKSON/PERRY, ETC. - SUPT. OF SCHOOLS","CAIRO 5",406,11,"DEMOCRATIC",63
"149",2,0,"ALEXANDER",2730,"CHERYL R. GRAFF",2710,"ALEXANDER/JACKSON/PERRY, ETC. - SUPT. OF SCHOOLS","CACHE",223,11,"DEMOCRATIC",28
"150",2,0,"ALEXANDER",2730,"CHERYL R. GRAFF",2710,"ALEXANDER/JACKSON/PERRY, ETC. - SUPT. OF SCHOOLS","SANDUSKY",256,11,"DEMOCRATIC",65
"151",2,0,"ALEXANDER",2730,"CHERYL R. GRAFF",2710,"ALEXANDER/JACKSON/PERRY, ETC. - SUPT. OF SCHOOLS","TAMMS",1000,11,"DEMOCRATIC",141
"152",2,0,"ALEXANDER",2730,"CHERYL R. GRAFF",2710,"ALEXANDER/JACKSON/PERRY, ETC. - SUPT. OF SCHOOLS","MCCLURE",606,11,"DEMOCRATIC",45
"153",2,0,"ALEXANDER",2730,"CHERYL R. GRAFF",2710,"ALEXANDER/JACKSON/PERRY, ETC. - SUPT. OF SCHOOLS","THEBES",617,11,"DEMOCRATIC",72
"154",2,0,"ALEXANDER",2730,"CHERYL R. GRAFF",2710,"ALEXANDER/JACKSON/PERRY, ETC. - SUPT. OF SCHOOLS","OLIVE BRANCH",651,11,"DEMOCRATIC",138
"155",2,0,"ALEXANDER",2875,"KEVIN T. HOERNER",4030,"5TH APPELLATE - GOLDENHERSH VACANCY","CAIRO 1",402,11,"DEMOCRATIC",63
"156",2,0,"ALEXANDER",2875,"KEVIN T. HOERNER",4030,"5TH APPELLATE - GOLDENHERSH VACANCY","CAIRO 2",402,11,"DEMOCRATIC",65
"157",2,0,"ALEXANDER",2875,"KEVIN T. HOERNER",4030,"5TH APPELLATE - GOLDENHERSH VACANCY","CAIRO 3",215,11,"DEMOCRATIC",39
"158",2,0,"ALEXANDER",2875,"KEVIN T. HOERNER",4030,"5TH APPELLATE - GOLDENHERSH VACANCY","CAIRO 4",525,11,"DEMOCRATIC",94
"159",2,0,"ALEXANDER",2875,"KEVIN T. HOERNER",4030,"5TH APPELLATE - GOLDENHERSH VACANCY","CAIRO 5",406,11,"DEMOCRATIC",62
"160",2,0,"ALEXANDER",2875,"KEVIN T. HOERNER",4030,"5TH APPELLATE - GOLDENHERSH VACANCY","CACHE",223,11,"DEMOCRATIC",24
"161",2,0,"ALEXANDER",2875,"KEVIN T. HOERNER",4030,"5TH APPELLATE - GOLDENHERSH VACANCY","SANDUSKY",256,11,"DEMOCRATIC",61
"162",2,0,"ALEXANDER",2875,"KEVIN T. HOERNER",4030,"5TH APPELLATE - GOLDENHERSH VACANCY","TAMMS",1000,11,"DEMOCRATIC",133
"163",2,0,"ALEXANDER",2875,"KEVIN T. HOERNER",4030,"5TH APPELLATE - GOLDENHERSH VACANCY","MCCLURE",606,11,"DEMOCRATIC",48
"164",2,0,"ALEXANDER",2875,"KEVIN T. HOERNER",4030,"5TH APPELLATE - GOLDENHERSH VACANCY","THEBES",617,11,"DEMOCRATIC",74
"165",2,0,"ALEXANDER",2875,"KEVIN T. HOERNER",4030,"5TH APPELLATE - GOLDENHERSH VACANCY","OLIVE BRANCH",651,11,"DEMOCRATIC",131
"166",2,0,"ALEXANDER",3505,"JASON A. OLSON",4430,"1ST CIRCUIT- MOORE VACANCY","CAIRO 1",402,11,"DEMOCRATIC",62
"167",2,0,"ALEXANDER",3505,"JASON A. OLSON",4430,"1ST CIRCUIT- MOORE VACANCY","CAIRO 2",402,11,"DEMOCRATIC",69
